索引號,慣用名,通鑑名,通鑑目錄,出處,女性,別稱,姓,名,字,號,氏,謚,生年,卒年,出生月日,去世月日,得位年,失位年,統治政權,從屬政權,生僻度,簡述,記載年,記載年備註,備注
821,陽文君,陽文君,10505,,,,羋,,,,熊,,0,0,,,,,,楚國,,楚懷王子，其子與楚考烈王爭位失敗,-263,,
822,馮亭,馮亭,10506,,,華陽君,,,,,,,0,-260,,,,,,韓國|趙國,,韓國上黨郡守，長平之戰降趙,,,羋戎也封爲華陽君
823,趙豹,平陽君豹,10506,,,,嬴,豹,,,趙,,0,0,,,,,,趙國,,趙惠文王子，主張拒絕接受韓國上黨獻地,-262,,
824,王齕,王齕|齕,10506,,,,,齕,,,王,,0,-244,,,,,,秦國,,秦昭襄王將軍，長平之戰副將,,,
825,樓昌,樓昌,10506,,,,,,,,,,0,0,,,,,,趙國,1,趙孝成王大臣，長平之戰主張和秦,-260,,
826,虞卿,虞卿,10506,,,,,信,,,虞,,0,0,,,,,,趙國,,趙孝成王相國，長平之戰主張出和楚魏，未被採納，戰後拒絕割地。卿爲官職，著虞氏春秋,-260,,
827,鄭朱,鄭朱,10506,,,,,,,,,,0,0,,,,,,趙國,1,趙孝成王使臣,-260,,
828,趙括,趙括|括|馬服,10506,,,馬服子,,括,,,趙,,-290,-260,,,,,,趙國,,趙奢子，紙上談兵，長平之戰敗,,,
829,趙將括母,括母|母,10506,,1,,,,,,,,0,0,,,,,,趙國,5,趙括之母,-260,,
830,周子,周子,10506,,,,,,,,,,0,0,,,,,,齊國,3,齊王建臣，長平之戰主張救趙,-260,,
831,司馬靳,司馬梗,10507,,,,,,,,,,0,0,,,,,,秦國,,秦昭襄王將領，司馬錯孫,-259,,司馬梗即司馬靳
832,趙郝,趙郝,10508,,,,,,,,,,0,0,,,,,,趙國,3,趙孝成王使臣，割地事秦,-259,,
833,孔謙,孔斌|子順,10509,,,,,謙|斌,子順,,孔,,0,0,,,,,,魏國,,魏安釐王相，孔子八世孫,-259,,
834,文咨,文咨,10509,,,,,,,,,,0,0,,,,,,魏國,3,孔謙友人,-259,,
835,新垣固,新垣固,10509,,,,,,,,新垣,,0,0,,,,,,魏國,3,孔謙友人,-259,,
836,伊尹,伊摯|伊|伊尹,10509,3,,阿衡,姒,摯,,,伊,,-1649,-1550,,,,,,夏朝|商朝,,輔佐商湯滅夏建商，流放太甲，輔佐商朝五代。中華廚祖,,,
837,王陵 (秦國),王陵|陵,10510,,,,,,,,,,0,0,,,,,,秦國,,秦昭襄王五大夫，邯鄲之戰敗,-258,,
838,毛遂,毛遂|遂,10512,,,,,遂,,,毛,,-285,-228,,,,,,趙國,,平原君門客，毛遂自薦，聯合楚國合縱,,,
839,晉鄙,晉鄙,10512,,,,,鄙,,,晉,,0,-257,,,,,,魏國,,魏安釐王將軍，奉命救趙又按兵不動,,,
840,新垣衍,新垣衍,10513,,,,,衍,,,新垣,,0,0,,,,,,魏國,,魏安釐王將軍，被魯仲連遊說不帝秦,-258,,
841,九侯,九侯,10513,3,,鬼侯,,,,,,,0,0,,,,,,商朝,1,紂王三公，獻女不淫被醢,,,
842,鄂侯,鄂侯,10513,3,,,姞,,,,,,0,0,,,,,,商朝,1,紂王三公，替九侯說話被脯,,,
843,燕孝王,孝王|燕孝王,10514,,,,,,,,,,0,-255,,,-257,-255,燕國,,,燕國第42代君主,,,
844,侯嬴,侯嬴|侯生,10514,,,,,,,,,,0,-257,,,,,,魏國,,助信陵君竊符救趙，事後自殺,,,
845,朱亥,朱亥,10514,,,,,,,,,,0,0,,,,,,魏國,,助信陵君竊符救趙，擊殺晉鄙,-258,,
846,平原君夫人,平原君之夫人,10514,,1,,,,,,,,0,0,,,,,,魏國|趙國,4,平原君夫人，信陵君姐,-258,,
847,如姬,如姬,10514,,1,,,,,,,,0,0,,,,,,魏國,,魏安釐王寵妃，助信陵君竊符救趙,-258,,
848,毛公,毛公,10514,,,,,,,,,,0,0,,,,,,趙國,2,隱於博徒間的處士，勸信陵君歸魏,-258,,
849,薛公,薛公,10514,,,,,,,,,,0,0,,,,,,趙國,2,隱於賣漿家的處士，勸信陵君歸魏,-258,,
850,華陽太后,華陽夫人|華陽太后,10515,,1,華陽后,羋,,,華陽,,,-296,-230,,,,,,秦國,,秦孝文王扶正夫人，羋戎孫女，秦始皇養祖母,,,
851,夏姬 (秦孝文王),夏姬|夏太后,10515,,1,夏太后,,,,,夏,,-300,-240,,,,,,秦國,,秦孝文王妃，秦莊襄王母,,,
852,秦莊襄王,異人|子異人|子楚|莊襄王,10515,,,,嬴,異人|子異|子楚,,,,,-281,-247,,7.6,-250,-247,秦國,,,秦國第30代君主，秦始皇理論父,,,
853,呂不韋,呂不韋|不韋|文信侯|仲父,10515,,,,,,,,,,-292,-235,,,,,,衛國|秦國,,秦莊襄王、始皇相邦，雜家代表人物,,,
854,子傒,子傒,10515,,,,嬴,,,,,,0,0,,,,,,秦國,,秦孝文王子,-257,,
855,士倉,士倉,10515,,,,,,,,,,0,0,,,,,,秦國,3,子傒的輔佐者,-257,,
856,華陽夫人之姊,華陽夫人之姊,10515,,1,,,,,,,,0,0,,,,,,秦國,4,受呂不韋遊說，勸華陽夫人立異人爲太子,-257,,
857,趙姬,邯鄲諸姬絕美者|太后,10515,,1,,,,,,,,-280,-228,,,,,,趙國|秦國,,秦始皇生母,,,
858,秦始皇,政|始皇帝|王|秦王|始皇|秦始皇|秦皇帝,10515,,,,嬴,政,,,趙,,-259,-210,,7.11,-246,-210,秦國|秦朝,,,秦朝開國國君,,,
859,將軍摎,將軍摎|摎,10516,,,,,,,,,,0,0,,,,,,秦國,3,秦昭襄王將領,-256,,wiki作摎，摎音揪
1001,蔡澤,蔡澤|澤,20101,,,,,,,綱成君,,,0,0,,,,,,燕國|秦國,,秦昭襄王相國，勸范雎退隱,-255,,
1002,文種,大夫種,20101,3,,文仲|文會,,種,子禽,,文,,0,-472,,,,,,楚國|越國,,輔佐勾踐滅夫差，後被賜死,,,
1003,閎夭,閎夭,20101,3,,,,,,,,,0,0,,,,,,商朝|西周,,輔佐周文王，助周武王滅商,,,
1004,勾踐,越王|句踐|越王句踐,20101,3,,句踐|鳩淺|菼執,,,,,,,0,-464,,,-496,-464,越國,,,越王，滅吳,,,
1005,臨武君,臨武君,20102,,,,,,,,,,0,0,,,,,,楚國,1,楚考烈王封君，與荀子論兵,-255,,
1006,羿,羿,20102,3,,,,,,,,,0,0,,,,,,上古,,堯時期射日英雄,,,wiki作羿 (唐堯)
1007,造父,造父,20102,3,,,嬴,,,,,,0,0,,,,,,西周,,周穆王車御，破徐偃王，開創趙氏,,,wiki作造父 (赵氏先祖)
1008,孫武,孫,20102,3,,孫子|兵聖,姬|媯,武,長卿,,孫,,-544,-470,,,,,,齊國|吳國,,闔閭軍師，孫子兵法，兵家代表,,,
1009,盜跖,跖,20102,3,,,,跖|蹠,,,展,,0,0,,,,,,魯國,,魯國大盜，柳下惠弟,,,
1010,陳囂,陳囂,20102,,,,,,,,,,0,0,,,,,,,2,荀子弟子,-255,,
1011,燕王喜,喜|燕王喜|燕王|王,20103,,,,姬,,,,,,0,0,,,-254,-222,燕國,,,燕國末代君主，殺太子丹獻秦王,,,
1012,西周文公,西周公,20103,,,,姬,,,,,文,0,0,,,0,-256,西周國,,,西周國末代君主,,,
1013,衛元君,元君|衛元君,20103,,,,姬,,,,子南,元,0,-230,,,-252,-230,衛國,,,衛國第43代君主，魏安釐王女婿,,,
1014,唐太后,唐八子|唐太后,20103,,1,,,,,,,,0,0,,,,,,秦國,,秦孝文王母,-251,,
1015,栗腹,栗腹,20104,,,,,腹,,,栗,,-311,-251,,,,,,燕國,,燕王喜國相，鄗代之戰兵敗被殺,,,
1016,卿秦,卿秦,20104,,,,,,,,,,0,0,,,,,,燕國,1,燕王喜將領，鄗代之戰兵敗被俘,-251,,
1017,將渠,將渠,20104,,,,,,,,,,0,0,,,,,,燕國,,燕王喜大夫，反對與解圍鄗代之戰,-251,,
1018,燕將,燕將,20105,,,,,,,,,,0,-250,,,,,,燕國,4,燕王喜將領，被魯仲連一封信勸自殺,,,
1019,東周君,東周君,20106,,,,姬,,,,,,0,0,,,0,-249,東周國,,,東周國末代君主,,,
1020,蒙驁,蒙驁,20106,,,,,驁,,,蒙,,0,-240,,,,,,齊國|秦國,,秦莊襄王名將，開創蒙氏家族,,,
1021,縮高,縮高|高,20108,,,,,,,,,,0,-247,,,,,,安陵國,1,安陵國人，為安陵君捨生取義,,,
1022,安陵君,安陵君,20108,,,,,,,,,,0,0,,,0,0,安陵國,,,安陵國君主，魏成侯繼任,-247,,
1023,魏成侯,成侯,20108,,,,,,,,,,0,0,,,0,0,安陵國,,3,安陵國開國君主，魏襄王弟，始封國,-247,,
1024,鄭國,鄭國,20110,,,,,,,,,,0,0,,,,,,韓國,,為秦修建鄭國渠,-246,,wiki作鄭國 (水工)
1025,麃公,麃公,20111,,,,,,,,,,0,0,,,,,,秦國,,秦王政將領,-245,,
1026,趙悼襄王,悼襄王|趙王|趙悼襄王,20111,,,,,偃,,,,悼襄,0,-236,,,-244,-236,趙國,,,趙國第9代君主，驅廉頗,,,
1027,郭開,郭開,20111,,,,,開,,,郭,,0,0,,,,,,趙國|秦朝,,趙悼襄王權臣，驅廉頗李牧,-245,,
1028,李牧,李牧|武安君|牧,20112,,,,嬴,繓,牧,,李,,0,-229,,,,,,趙國,,戰國四大名將,,,
1029,義渠王,義渠王,20112,3,,義渠君,,,,,,,0,-272,,,,,義渠國,秦國,1,義渠國末代君主，被宣太后滅,,,
1030,秦開,秦開,20112,3,,,,,,,,,0,0,,,,,,燕國,,燕昭王將領，破東胡，攻朝鮮，秦舞陽爺爺,,,
1031,秦質子,秦質子,20113,,,,,,,,,,0,0,,,,,,秦國,3,始皇帝四年自趙歸,-243,,
1032,春平侯,趙太子,20113,,,春平君,,出,,,趙,,0,0,,,,,,趙國,,趙孝成王子，留秦爲質，與趙悼倡后私通,-243,,
1033,魏景湣王,景湣王|魏景湣王,20113,,,,,增,午,,魏,景湣,0,-228,,,-242,-228,魏國,,,魏國第7代君主,,,
1034,龐煖,龐煖,20113,,,龐煥|龐子|龐援,,煖,,,龐,,0,0,,,,,,趙國,,趙武靈王至趙悼襄王時期名將，殺劇辛,-242,,
1035,春申君門客朱英,朱英|英,20113,,,,,,,,,,0,0,,,,,,魏國|楚國,1,春申君門客，勸遷都壽春,-241,,
1036,韓王安,安|韓王|韓王安|韓安,20113,,,韓廢王,姬,安,,,韓,,0,-226,,,-238,-230,韓國,,,韓國末代君主,,,
1037,楊端和,楊端和|端和,20113,,,,,,,,,,0,0,,,,,,秦國,,秦始皇將領,-238,,
1038,嫪毐,嫪毐|毐|長信侯,20114,,,,,,,,,,0,-238,,,,,,秦國,,呂不韋門客，秦始皇假父,,,
1039,昌平君,昌平君,20114,,,,羋,啓,,,熊,,-271,-223,,,-223,-223,楚國,秦國,,楚國末代君主，在秦平嫪毐之亂，被項燕立爲楚王,,,
1040,昌文君,昌文君,20114,,,,,,,,,,-276,-226,,,,,,楚國|秦國,,在秦平嫪毐之亂,,,
1041,茅焦,茅焦,20114,,,,,,,,,,0,0,,,,,,齊國|秦國,,死諫秦始皇停止禁錮母親，被尊爲上卿,-238,,
1042,李園,李園,20115,,,,,,,,,,0,-228,,,,,,趙國|楚國,,春申君門客，獻孕妹給楚考烈王，殺春申君,,,
1043,李后,其妹|李園妹,20115,,1,李環|李嫣,,,,,,,0,-228,,,,,,趙國|楚國,,李園妹，楚幽王、楚哀王母,,,
1044,楚幽王,幽王|楚幽王,20115,,,,羋,悍,,,熊,幽,0,-228,,,-237,-28,楚國,,,楚國第44代君主,,,
1045,李斯,李斯|廷尉斯|左丞相斯|丞相斯|丞相|斯,20116,,,,,斯,通古,,李,,-284,-208,,,,,,楚國|秦國|秦朝,,秦始皇左丞相，法家代表,,,
1046,由余,由余,20116,3,,,,,,,,,0,0,,,,,,秦國,,秦穆公上卿，源自綿諸國，輔佐滅西戎諸國,,,
1047,蹇叔,蹇叔,20116,3,,,,,,,,,0,0,,,,,,秦國,,秦穆公上大夫，百里奚推薦，蹇叔哭師,,,
1048,丕豹,丕豹,20116,3,,,,,,,,,0,0,,,,,,晉國|秦國,,秦穆公大夫，晉大夫丕鄭子,,,
1049,公孫枝,公孫支,20116,3,,,,,子桑,,,,0,0,,,,,,秦國,,秦穆公次卿,,,
1050,王翦,王翦|王將軍,20117,,,,,翦,,,王,,0,0,,,,,,秦國,,戰國四大名將，滅燕趙楚，平百越,-236,,
1051,桓齮,桓齮,20117,,,,,齮,,,桓,,0,-229,,,,,,秦國,,秦國將領，被李牧滅,,,齮音以。可能就是樊於期
1052,趙幽繆王,幽繆王|遷|趙王|趙王遷,20117,,,,贏,遷,,,趙,,-245,0,,,-235,-228,趙國,,,趙國第10代君主，殺李牧，名義末代君主,,,
1053,趙悼倡后,其母,20117,,1,倡姬|倡后,,,,,,,0,-228,,,,,,趙國,,趙悼襄王扶正妾，害李牧,,,
1054,代王嘉,嘉|趙公子嘉|代王|代王嘉,20117,,,,贏,嘉,,,趙,,-250,0,,,-227,-222,趙國,,,趙國末代君主，原趙悼襄王嫡長子,,,
1055,扈輒,扈輒,20117,,,,,輒,,,扈,,0,-233,,,,,,趙國,,趙幽繆王將領，被桓齮殺,,,
1056,韓非,韓非|非|韓,20118,,,,,,,,,,-280,-233,,,,,,韓國,,韓國宗室，口吃，法家代表，被李斯嫉妒殺,,,
1057,燕太子丹,燕太子丹|丹|太子|太子丹|燕丹,20119,,,燕丹|太子丹,姬,丹,,,,,0,-226,,,,,,燕國,,燕王喜太子，刺秦,,,wiki爲太子丹
1058,內史騰,內史勝,20119,,,,,騰,,,辛,,0,0,,,,,,韓國|秦國,,秦始皇內史，由韓降秦後攻韓俘韓王安,-230,,
1059,衛君角,角|衛君角,20119,,,,姬,角,,,子南,,0,0,,,-241,-209,衛國,,,衛國末代君主,,,
1060,司馬尚(戰國),司馬尚|尚,20119,,,,,,,,,,0,0,,,,,,趙國,1,趙王遷將領，李牧副手,-229,,
1061,趙葱,趙葱,20119,,,,,,,,,,0,-228,,,,,,趙國,1,趙王遷將領，替代李牧，被王翦殺,,,
1062,顏聚,顏聚,20119,,,,,,,,,,0,0,,,,,,齊國|趙國,1,趙王遷將領，替代司馬尚，被王翦俘,-229,,
1063,楚哀王,郝,20119,,,,羋,猶,,,熊,,0,-228,,,-228,-228,楚國,,,楚國第45代君主，李后所生,,,
1064,楚王負芻,負芻|楚王負芻,20119,,,,羋,負芻,,,熊,,0,0,,,-228,-223,楚國,,,楚國第46代君主，名義末代君主,,,
1065,魏王假,假|魏王假,20119,,,,,假,,,魏,,0,-225,,,-227,-225,魏國,,,魏國末代君主,,,
1066,鞠武,鞠武|太傅,20120,,,,,武,,,鞠,,0,0,,,,,,燕國,,燕太子丹太傅，推薦荊軻,-228,,
1067,樊於期,樊於期|樊將軍|於期,20120,,,,,於期,,,樊,,0,-227,,,,,,秦國|燕國,,秦亡將，自刎助荊軻,,,於音烏
1068,荊軻,荊軻|軻|荊卿,20120,,,慶卿|慶軻,,,,,,,0,-227,,,,,,衛國,,刺秦,,,
1069,秦舞陽,秦舞陽,20120,,,,,,,,,,-240,-227,,,,,,燕國,,荊軻副手，秦開孫,,,
1201,蒙嘉,蒙嘉,20201,,,,,,,,,,0,0,,,,,,秦國,1,秦王政寵臣，引見荊軻,-227,,
1202,李信,李信|信,20201,,,,,信,有成,,李,,0,0,,,,,,秦國,,秦王政名將，滅燕副將，滅楚失敗。李廣五世祖,-226,,
1203,王賁,王賁,20202,,,通武侯,,賁,,,王,,0,0,,,,,,秦國,,秦王政將領，滅六國主力，王翦子,,,
1204,蒙恬,蒙恬|將軍恬|內史恬|恬,20202,,,,,恬,,,蒙,,-250,-210,,,,,,秦國|秦朝,,秦始皇將領，北防匈奴，蒙武子,,,
1205,項燕,項燕,20203,,,,羋,燕,,,項,,0,-223,,,,,,楚國,,楚國末期大將，敗李信，被王翦擊破自殺,,,
1206,召公奭,召公|召,20204,1,,周召公|召康公|召伯|燕召公,姬,奭,,,,,0,0,,,,,,西周,,周文王庶子，燕國與召國始祖,,,召音邵
1207,要離,要離,20204,1,,,,離,,,要,,0,-513,,,,,,吳國,,闔閭刺客，刺殺慶忌,,,
1208,百越之君,百越之君,20204,,,,,,,,,,0,0,,,,,百越,秦國,4,投降王翦,-222,,
1209,后勝,后勝,20205,,,,后,勝,,,,,0,0,,,,,,齊國,,齊王建相國，君王后族弟，賣國,-222,,
1210,雍門司馬,雍門司馬|司馬,20205,,,,,,,,,,0,0,,,,,,齊國,2,力勸齊王建不朝秦,-222,,
1211,即墨大夫,即墨大夫,20205,,,,,,,,,,0,0,,,,,,齊國,4,力勸齊王建不朝秦,-222,,田種首、田單都做過即墨大夫，此即墨大夫姓名不詳
1212,宋毋忌,宋毋忌,20207,,,,,,,,,,0,0,,,,,,燕國|秦朝,,秦始皇時期方士，被稱為月中仙人或火仙,-219,,
1213,羨門高,羨門子高|羨門,20207,,,,,,,,,,0,0,,,,,,燕國|秦朝,2,秦始皇時期方士,-219,,
1214,徐福,徐巿,20207,,,,,,君房,,,,0,0,,,,,,秦朝,,秦始皇時期方士，東渡,-219,,巿音福，不是市
1215,舜,舜|虞舜|虞,20207,3,,,姬|姚,重華,,,有虞,,0,0,,,,,上古,,,上古五帝之一,,,
1216,張良,張良|良|成信侯|子房|留侯|留文成侯,20208,,,,張,良,子房,留侯,,文成,-250,-186,,,,,,韓國|秦朝|西漢,,西漢開國元勛，漢初三杰,,,
1217,博浪沙力士,力士,20208,,,,,,,,,,0,0,,,,,,秦朝,,張良由穢國倉海君處雇傭刺客，博浪沙刺秦。,-218,,
1218,盧敖,盧生,20208,,,,,,,,,,0,0,,,,,,秦朝,,秦始皇時期方士，獻書亡秦者胡，譏秦始皇,-215,,
1219,陳餘,陳餘|餘|陳將軍|成安君|代王,20209,,,,,,,,,,0,-205,,,-206,-205,代國,秦朝|張楚|秦末趙國|楚漢趙國,,與張耳相愛相殺，敗於韓信,,,
1220,孔鮒,孔鮒|子魚,20209,,,,,,子魚,,,,-264,-208,,,,,,秦朝|張楚,,孔子九世孫，藏書壁中避焚書，陳勝博士被章邯殺,,,
1221,侯生,侯生,20210,,,侯公,,,,,,,0,0,,,,,,秦朝,,秦始皇時期方士，譏秦始皇,-212,,
1222,扶蘇,扶蘇|公子扶蘇,20210,,,,,,,,,,0,-210,,,,,,秦朝,,秦始皇太子，沙丘之變被賜死,,,
1223,馮去疾,右丞相去疾|馮去疾|去疾,20211,,,,,,,,,,0,-208,,,,,,秦朝,,秦始皇右丞相，馮亭孫，勸二世停修阿房宮獲罪自殺,,,
1224,秦二世,胡亥|二世|上|陛下|秦二世,20211,,,,贏,胡亥,,,,,-230,-207,,10.1,-210,-207,秦朝,,,秦朝第2代君主，秦始皇十八子,,,
1225,趙高,趙高|高|趙君|中丞相|丞相|丞相高,20212,,,,,高,,,趙,,-258,-207,,,,,,秦朝,,秦二世丞相，未必是太監,,,
1226,蒙毅,蒙毅|毅,20212,,,,,毅,,,蒙,,-245,-210,,,,,,秦朝,,秦始皇上卿，蒙恬弟,,,
1227,王離,王離,20212,,,,,離,,,王,,0,0,,,,,,秦朝,,蒙恬副將，被項羽俘,-210,,
1228,子嬰,子嬰|秦王|秦王子嬰,20213,,,秦王子嬰|秦三世,嬴,,,,,,0,-206,,1,-207,-207,秦朝,,,秦朝末代君主，誅滅趙高，大概率秦始皇弟,,,
1229,公子將閭,公子將閭|將閭|公子,20214,,,,嬴,,,,,,0,-209,,,,,,秦朝,,胡亥兄，被殺,,,
1230,公子高 (秦國),公子高,20214,,,,嬴,,,,,,0,-209,,,,,,秦朝,,胡亥兄，申請為秦始皇殉葬，保全家族,,,
1231,陳勝,陳勝|陳涉|涉|將軍|陳王|王|隱王,20215,,,陳王|楚隱王,,勝,涉,,陳,隱,0,-208,,,-209,-208,張楚,秦朝,,秦末起義領袖，建立張楚,,,
1232,吳廣,吳廣|吳叔|叔|假王,20215,,,,,廣,叔,,吳,,0,-208,,,,,,秦朝|張楚,,秦末起義領袖，張楚假王,,,
1233,葛嬰,葛嬰,20215,,,,,,,,,,0,-209,,,,,,張楚,,張楚將軍，立錯王被殺,,,
1234,張耳,張耳|耳|張君|常山王|趙王|趙景王耳,20215,,,,,,,,,,0,-202,,,-206,-205,常山國,秦朝|張楚|秦末趙國|西漢,,西漢功臣，封趙王，與陳餘相愛相殺,,,
1235,武臣,武臣|武信君|趙王|王,20216,,,,武,臣,,,,,0,-208,,,-209,-208,秦末趙國,張楚,,張楚將領，自立為趙王，被李良殺,,,
1236,邵騷,邵騷,20216,,,,,,,,,,0,-208,,,,,,張楚|秦末趙國,,張楚將領，趙王武臣左丞相，被李良殺,,,
1237,鄧宗,鄧宗,20216,,,,,,,,,,0,0,,,,,,張楚,1,張楚將領，攻九江,-209,,
1238,襄彊,襄彊,20216,,,,,,,,,,0,-209,,,,,,秦朝,,被葛嬰立為楚王，旋即被殺,,,
1239,周巿,周巿|巿,20216,,,,,,,,,,0,-208,,,,,,張楚|秦末魏國,,張楚將領，攻魏地,,,
1240,蔡賜,房君|蔡賜,20216,,,,,,,,,,0,-208,,,,,,張楚,,張楚上柱國,,,
1241,周文,周文|周章,20216,,,,,文,章,,周,,0,-208,,,,,,張楚,,張楚將領，攻秦被章邯殺,,,
1242,蒯徹,蒯徹|徹|蒯生,20216,,,,,,,,,,0,0,,,,,,西漢,,勸韓信三分天下,-209,,
1243,徐公,徐公,20216,,,,,,,,,,0,0,,,,,,秦朝|秦末趙國,,秦末范陽縣令，被蒯徹忽悠投靠趙王武臣,-209,,
1244,章邯,章邯|將軍|雍王|章將軍|邯,20217,,,,,,,,,,0,-205,,,-206,-205,雍國,秦朝,,秦末名將，滅各路起義軍,,,
1245,張敖,敖|成都君|張敖|趙王敖|王|趙王|張王|宣平侯|魯元王,20217,,,宣平侯,,,,,,魯元,0,-182,,,,,,秦朝|張楚|秦末趙國|西漢,,張耳子，娶魯元公主,,,
1246,韓廣,韓廣|廣|將軍|燕王|遼東王|燕王廣,20217,,,,,,,,,,0,-206,,,-209,-207,秦末燕國,張楚|秦末趙國,,張楚將領，趙王武臣將領，自立為燕王。項羽封遼東王，不服被臧荼殺,,,
1247,李良,李良|良,20217,,,,,,,,,,0,0,,,,,,張楚|秦末趙國|秦朝,,趙王武臣將領，殺武臣，後降章邯,-209,,wiki作李良 (秦末將領)
1248,張黶,張黶|黶,20217,,,,,,,,,,0,-207,,,,,,張楚|秦末趙國,2,張楚將領，秦末趙國將領，鉅鹿之戰炮灰,,,陳餘斗氣五千人馬覆滅，主將未必死，以死論之
1249,劉邦,劉邦|季|劉季|沛公|武安侯|漢王|王|劉|帝|陛下|上|高祖|高帝|帝|皇帝|高皇帝|太祖,20217,,,,,,季,,,高,-256,-195,,6.1,-202,-195,西漢,秦朝|秦末楚國,,西漢開國皇帝,,,
1250,項梁,項梁|梁|武信君,20217,,,,,,,武信君,,,0,-208,,9,,,,秦朝|秦末楚國,,秦末起義領袖，項羽叔父，敗于章邯,,,
1251,田儋,田儋|儋|齊王|齊王儋,20217,,,,,,,,,,0,-208,,,-209,-208,秦末齊國,秦朝,,秦末自立為齊王，被章邯殺,,,
1252,呂公,呂公|臨泗侯|宣王,20218,,,,,文,叔平,,,,0,-203,,,,,,秦朝,,呂后父，擅長相面,,,wiki作呂公 (呂后父)
1253,呂雉,女|呂后|太后|高后|高皇后|后|皇太后|呂太后,20218,,1,,,,娥姁,,,,0,-180,,8.18,-188,-180,西漢,秦朝|西漢,,首位皇后、皇太后，-188至-180臨朝稱制,,,
1254,沛令,沛令,20218,,,,,,,,,,0,-209,,,,,,秦朝,4,被劉邦取而代之,,,
1255,蕭何,蕭何|蕭|何|丞相|酇侯|丞相何|蕭相國|相國|相國何|酇文終侯,20218,,,酇侯,,,,,,文終,-257,-193,,,,,,西漢,,西漢開國元勛，漢初三杰,,,
1256,曹參,曹參|曹|平陽侯|參|平陽懿侯,20218,,,,,,敬伯,,,懿,0,-190,,9.24,,,,西漢,,西漢開國元勛，相國，蕭規曹隨,,,
1257,樊噲,樊噲|噲|樊將軍噲|舞陽侯|樊,20218,,,,,,,,,,-242,-189,,,,,,西漢,,西漢開國元勛,,,
1258,項羽,籍|項羽|長安侯|魯公|羽|將軍|西楚霸王|項王|楚王|項|項籍|大王,20219,,,,羋,籍,羽,,項,,-232,-202,,,-206,-202,西楚國,秦朝|秦末楚國,,西楚霸王,,,
1259,殷通,殷通,20219,,,,,,,,,,0,-209,,9,,,,秦朝,,秦會稽太守，被項羽殺,,,
1260,桓楚,桓楚,20219,,,,,,,,,,0,0,,,,,,秦朝|秦末楚國|西楚國,,西楚將領,-209,,wiki作桓楚(西楚)
1261,田榮,田榮|榮|齊王|齊王榮,20220,,,,,,,,,,0,-205,,,-206,-205,楚漢齊國,秦朝,,秦末齊王，敗于項羽,,,
1262,田橫,田橫|橫|齊王,20220,,,,,,,,,,0,-202,,,-203,-202,楚漢齊國,秦朝,,秦末齊王，劉邦逼降不從，五百門客群體自殺,,,
1263,趙養卒,廝養卒|趙養卒|養卒,20220,,,,,,,,,,0,0,,,,,,秦末趙國,4,游說燕將放走趙王武臣,-209,,
1264,魏咎,寧陵君|咎|魏咎|魏王|魏王咎,20220,,,,,,,,,,0,-208,,,-209,-208,秦末魏國,秦朝,,魏王假弟，被陳勝立為魏王，為保民自焚而死,,,
1401,泗川監平,泗川監平,20301,,,,,,,,,,0,0,,,,,,秦朝,3,被劉邦所破的秦守軍,-208,,
1402,雍齒,雍齒|什方侯,20301,,,,,,,,,,0,-192,,,,,,秦朝|秦末魏國|秦末趙國|西楚國|西漢,,坑劉邦得封侯,,,
1403,泗川守壯,泗川守壯,20301,,,,,,,,,,0,-208,,,,,,秦朝,3,被劉邦所殺的秦守軍,,,
1404,曹無傷,左司馬|曹無傷,20301,,,,,,,,,,0,-206,,,,,,秦朝,,告密引發鴻門宴，被劉邦殺,,,通鑑注左司馬名得，不取。此左司馬大概率是曹無傷
1405,李由,李由|由,20301,,,,,,,,,,-261,-208,,,,,,秦朝,,李斯長子，守三川郡，被曹參殺,,,
1406,田臧,田臧,20301,,,,,,,,,,0,-208,,,,,,張楚,,殺吳廣得封令尹，被章邯殺,,,
1407,李歸,李歸,20301,,,,,,,,,,0,-208,,,,,,張楚,,田臧部下，被章邯殺,,,
1408,鄧說,鄧說,20301,,,,,,,,,,0,-208,,,,,,張楚,,滎陽線將領，被章邯敗，陳勝殺,,,
1409,伍徐,伍逢,20301,,,,,,,,,,0,-208,,,,,,張楚,,滎陽線將領，被章邯殺,,,
1410,趙王姊,趙王姊|王姊,20301,,1,,,,,,,,0,-208,,,,,,秦末趙國,4,趙王武臣姐姐，李良誤拜而殺之,,,
1411,秦嘉,秦嘉|嘉,20301,,,,,,,,,,0,-208,,,,,,秦末楚國,,立景駒為楚王，被項梁殺,,,wiki作秦嘉 (將領)
1412,朱雞石,朱雞石,20301,,,,,,,,,,0,-208,,,,,,秦末楚國,,項梁將領，攻伐失利被殺,,,
1413,武平君,武平君|武平君畔,20301,,,,,畔,,,,,0,-209,,,,,,張楚,2,監秦嘉軍被殺,,,
1414,司馬欣,司馬欣|長史欣|欣|塞王|塞王欣,20301,,,,,,,,,,0,-204,,,-206,-206,塞國,秦朝|秦末楚國,,秦長使，有恩項梁，項羽封塞王，守成皋兵敗自殺,,,
1415,董翳,董翳|都尉翳|翳|翟王|翟王翳,20301,,,,,,,,,,0,0,,,-206,-206,翟國,秦朝|秦末楚國,,秦都尉，勸章邯降楚，項羽封翟王,-208,,
