索引號,卷名一,卷名二,節名,起始,結束,起始年,結束年,備注
30302,卷十一,漢紀三,劉邦稱帝,漢王還,勿事,,,
30303,卷十一,漢紀三,論三杰及韓信還鄉,帝置酒洛陽南宮,故忍而就此,,,
30304,卷十一,漢紀三,田橫島,彭越既受漢封,亦皆自殺,,,
30305,卷十一,漢紀三,戮丁公,初，楚人季布為項籍將,宜矣,,,
30306,卷十一,漢紀三,定都關中及張良隱退,齊人婁敬戍隴西,子房有焉,,,
30307,卷十一,漢紀三,擒韓信,六月，壬辰，大赦天下,非人力也,,,
30308,卷十一,漢紀三,封功臣,甲申，始剖符封諸功臣為徹侯,尊太公為太上皇,,,
30309,卷十一,漢紀三,冒頓興韓王叛,初，匈奴畏秦,至晉陽,,,
30310,卷十一,漢紀三,叔孫通制禮,帝悉去秦苛儀,惡肯毀其規矩、準繩以趨一時之功哉,,,
30311,卷十一,漢紀三,白登之圍,上自將擊韓王信,輒益封邑焉,,,
30312,卷十一,漢紀三,貫高欲反及治未央宮,十二月，上還，過趙,帝行如洛陽,,,
30401,卷十二,漢紀四,劉敬和親匈奴,冬，上東擊韓王信餘寇於東垣,上行如洛陽,,,
30402,卷十二,漢紀四,貫高下獄,貫高怨家知其謀,上盡拜為郡守、諸侯相,,,
30403,卷十二,漢紀四,周昌相趙王如意,夏，六月,而以堯代昌為御史大夫,,,
30404,卷十二,漢紀四,敗陳豨,初，上以陽夏侯陳豨為相國,於是陳豨軍遂敗,,,
30405,卷十二,漢紀四,誅韓信,淮陰侯信稱病,置之,,,
30406,卷十二,漢紀四,誅彭越,立子恒為代王,行自洛陽至,,,
30407,卷十二,漢紀四,南越王趙佗,五月，詔立秦南海尉趙佗為南粵王,號其書曰《新語》,,,
30408,卷十二,漢紀四,誅英布,帝有疾,番陽人殺布茲鄉民田舍,,,
30409,卷十二,漢紀四,治罪蕭何,周勃悉定代郡、雁門、云中地,欲令百姓聞吾過也,,,
30410,卷十二,漢紀四,盧綰亡劉邦死,陳豨之反也,遂亡入匈奴,,,
30411,卷十二,漢紀四,赦樊噲,五月，丙寅,復爵邑,,,
30412,卷十二,漢紀四,人彘,太后令永巷囚戚夫人,可謂篤於小仁而未知大誼也,,,
30413,卷十二,漢紀四,蕭規曹隨,徙淮陽王友為趙王,民以寧壹,,,
30414,卷十二,漢紀四,呂后和親匈奴及張氏重親,春，發長安六百里內男女十四萬六千人城長安,故以配帝,,,
30415,卷十二,漢紀四,惠帝崩,春，正月,太后臨朝稱制,,,
30501,卷十三,漢紀五,立諸呂,冬，太后議欲立諸呂為王,太后封女弟嬃為臨光侯,,,
30502,卷十三,漢紀五,立後少帝,少帝浸長,略二千餘人,,,
30503,卷十三,漢紀五,諸呂為王后,春，正月，太后召趙幽王友,廢其嗣,,,
30504,卷十三,漢紀五,朱虛立威及平勃調和,是時，諸呂擅權用事,錢五百萬遺陸生為飲食費,,,
30505,卷十三,漢紀五,呂后崩,太后使使告代王,以左丞相審食其為帝太傅,,,
30506,卷十三,漢紀五,平定諸呂,諸呂欲為亂,誼存君親可也,,,
30507,卷十三,漢紀五,迎立文帝,諸大臣相與陰謀曰,下詔書赦天下,,,
30508,卷十三,漢紀五,文帝初治國,冬，十月，庚戌，徙瑯邪王澤為燕王,左丞相平專為丞相,,,
30509,卷十三,漢紀五,南越復稱臣,初，隆慮侯竈擊南越,不敢為帝矣,,,
30510,卷十三,漢紀五,舉賈誼及賈山進言,齊哀王襄薨,上嘉納其言,,,
30511,卷十三,漢紀五,袁盎賈誼進言,上每朝,竊為陛下惜之,,,
30512,卷十三,漢紀五,至文帝前元二年,上感誼言,燕敬王澤薨,,,
30601,卷十四,漢紀六,劉長殺人及劉興居反,冬，十月，丁酉晦,濟北王興居兵敗，自殺,,,
30602,卷十四,漢紀六,張釋之,初，南陽張釋之為騎郎,帝乃白太后許之,,,
30603,卷十四,漢紀六,開私鑄,冬，十二月，潁陰侯灌嬰薨,上不聽,,,
30604,卷十四,漢紀六,淮南王死,是時，太中大夫鄧通方寵幸,置守冢三十戶,,,
30605,卷十四,漢紀六,中行說赴匈奴,匈奴單于遣漢書曰,以騎馳蹂而稼穡耳,,,
30606,卷十四,漢紀六,賈誼上疏,梁太傅賈誼上疏曰,不受刑,,,
30607,卷十四,漢紀六,薄昭死,冬，十月，令列侯太夫人,將慎之於始乎,,,
30701,卷十五,漢紀七,賈誼死,冬，十一月，上行幸代,死時年三十三矣,,,
30702,卷十五,漢紀七,晁錯論匈奴,徙城陽王喜為淮南王,太子家號曰“智囊”,,,
30703,卷十五,漢紀七,晁錯論務農,冬，十二月，河決酸棗,其賜農民今年租稅之半,,,
30704,卷十五,漢紀七,緹縈救父天下刑錯,春，二月，甲寅，詔曰,其除田之租稅,,,
30705,卷十五,漢紀七,擊匈奴及馮唐持節,冬，匈奴老上單于十四萬騎入朝那、蕭關,而拜唐為車騎都尉,,,
30706,卷十五,漢紀七,改元及誅新垣平,春，詔廣增諸祀壇場、珪幣,不往焉,,,
30707,卷十五,漢紀七,申屠嘉辱鄧通,春，三月，孝惠皇后張氏薨,丞相幾殺臣,,,
30708,卷十五,漢紀七,細柳營,春，二月，上行幸代,乃拜周亞夫為中尉,,,
30709,卷十五,漢紀七,漢文帝崩,夏，四月，大旱，蝗,皇后曰皇太后,,,
30710,卷十五,漢紀七,申屠嘉氣死及梁王恃寵,九月，有星孛於西方,與漢宦官無異,,,
30801,卷十六,漢紀八,博局斗毆及議削藩,冬，十月，梁王來朝,削其六縣,,,
30802,卷十六,漢紀八,七國之亂起,廷臣方議削吳,梁王城守睢陽,,,
30803,卷十六,漢紀八,腰斬晁錯,初，文帝且崩,吾亦恨之,,,
30804,卷十六,漢紀八,七國之亂平,袁盎、劉通至吳,王遂自殺,,,
30805,卷十六,漢紀八,七國之亂後,帝以齊首善,王江北,,,
30806,卷十六,漢紀八,改立劉徹,春，正月，作陽陵邑,立膠東王徹為皇太子,,,
30807,卷十六,漢紀八,郅都執法及刺殺袁盎,是歲，以太仆劉舍為御史大夫,擢為魯相,,,
30808,卷十六,漢紀八,雙標封侯及梁孝王死,冬，十一月，罷諸侯御史大夫官,他物稱是,,,
30809,卷十六,漢紀八,李廣斗匈奴,上既減笞法,李廣乃歸其大軍,,,
30810,卷十六,漢紀八,周亞夫餓死,秋，七月，辛亥晦,歐血而死,,,
30811,卷十六,漢紀八,漢景帝崩,是歲，濟陰哀王不識薨,財力耗矣,,,
30901,卷十七,漢紀九,董仲舒罷黜百家,冬，十月，詔舉賢良方正直言極諫之士,民知所從矣,,,
30902,卷十七,漢紀九,黃老儒術之爭,天子善其對,申公亦以疾免歸,,,
30903,卷十七,漢紀九,萬石君及竇田易勢,初，景帝以太子太傅石奮及四子皆二千石,以太常柏至侯許昌為丞相,,,
30904,卷十七,漢紀九,衛子夫衛青得寵,初，堂邑侯陳午尚帝姑館陶公主嫖,青為太中大夫,,,
30905,卷十七,漢紀九,閩越擊東甌,夏，四月，有星如日，夜出,日有食之,,,
30906,卷十七,漢紀九,武帝微行及起上林苑,上自初即位,上善之,,,
30907,卷十七,漢紀九,田蚡囂張及劉安論百越,夏，有風赤如血,臣安竊恐將吏之以十萬之師為一使之任也,,,
30908,卷十七,漢紀九,閩越雙王,是時，漢兵遂出,韓安國為御史大夫,,,
30909,卷十七,漢紀九,汲黯,東海太守濮陽汲黯為主爵都尉,近之矣,,,
30910,卷十七,漢紀九,李廣程不識治軍簡繁論,匈奴來請和親,日有食之,,,
31001,卷十八,漢紀十,李少君求仙,冬，十月，上行幸雍,於是天子立其祠長安東南郊,,,
31002,卷十八,漢紀十,馬邑之謀,雁門馬邑豪聶壹,漢亦關市不絕以中其意,,,
31003,卷十八,漢紀十,竇嬰田蚡駢死,春，河水徙,使武安侯在者，族矣,,,
31004,卷十八,漢紀十,韓安國蹇及河間獻王死,夏，四月，隕霜殺草,河間獻王近之矣,,,
31005,卷十八,漢紀十,開發夜郎,初，王恢之討東越也,大風拔木,,,
31006,卷十八,漢紀十,長門宮及主人翁,女巫楚服等教陳皇后祠祭厭勝,公主、貴人多逾禮制矣,,,
31007,卷十八,漢紀十,公孫弘,上以張湯為太中大夫,上益厚遇之,,,
31008,卷十八,漢紀十,龍城之戰及飛將軍,冬，初算商車,青斬首虜數千人,,,
31009,卷十八,漢紀十,主父偃嚴安徐樂上書,東夷薉君南閭等共二十八萬人降,死即五鼎烹耳,,,
31010,卷十八,漢紀十,推恩令及河南之戰,冬，賜淮南王几杖,募民徙朔方十萬口,,,
31011,卷十八,漢紀十,誅郭解,主父偃說上曰，茂陵初立,則風俗定而大化成矣,,,
31012,卷十八,漢紀十,族主父偃,燕王定國與父康王姬姦,乃遂族主父偃,,,
31013,卷十八,漢紀十,張騫初歸,張歐免,殺略數千人,,,
31101,卷十九,漢紀十一,公孫弘報私仇,冬，十一月，乙丑，薛澤免,春，大旱,,,
31102,卷十九,漢紀十一,漠南之戰及敬汲黯,匈奴右賢王數侵擾朔方,其見敬禮如此,,,
31103,卷十九,漢紀十一,淮南衡山反謀,夏，六月，詔曰,上賜書不朝,,,
31104,卷十九,漢紀十一,霍去病出山及武功爵,春，二月，大將軍青出定襄,官職耗廢矣,,,
31105,卷十九,漢紀十一,平淮南衡山王,冬，十月，上行幸雍，祠五畤，獲獸,死者數萬人,,,
31106,卷十九,漢紀十一,張騫首次出使西域歸國,夏，四月，赦天下,廷尉張湯為御史大夫,,,
31107,卷十九,漢紀十一,河西之戰,霍去病為票騎將軍,殺略數百人,,,
31108,卷十九,漢紀十一,渾邪王降漢,江都王建與其父易王所幸淖姬等及女弟徵臣姦,故賜日磾姓金氏,,,
31109,卷十九,漢紀十一,神馬漢樂府及鹽鐵官營,春，有星孛於東方,咸指怨湯,,,
31110,卷十九,漢紀十一,卜式捐款及漠北之戰,初，河南人卜式,軍吏卒皆無封侯者,,,
31111,卷十九,漢紀十一,衛霍為人及酷吏橫行,兩軍之出塞,於是誅文成將軍而隱之,,,
31201,卷二十,漢紀十二,汲黯卒及殺義縱,春，三月，甲午,棄縱市,,,
31202,卷二十,漢紀十二,霍去病死,郎中令李敢,稍遷至奉車都尉、光祿大夫,,,
31203,卷二十,漢紀十二,顏異腹誹及張湯死,是歲，大農令顏異誅,丞相青翟下獄，自殺,,,
31204,卷二十,漢紀十二,三官五銖及張騫復出使,春，起柏梁臺,近者數歲而反,,,
31205,卷二十,漢紀十二,幸欒大及得鼎,冬，徙函谷關於新安,立常山憲王子商為泗水王,,,
31206,卷二十,漢紀十二,兒寬緩刑罰,初，條侯周亞夫為丞相,上由此愈奇寬,,,
31207,卷二十,漢紀十二,南越內屬及祠太一,初，南越文王遣其子嬰齊入宿衛,請三歲天子一郊見，詔從之,,,
31208,卷二十,漢紀十二,呂嘉之亂及酎金失侯,南越王、王太后飭治行裝,及越降將蒼梧王趙光等四人皆為侯,,,
31209,卷二十,漢紀十二,西南夷臣屬及東越反,公孫卿候神河南,以擊東越,,,
31210,卷二十,漢紀十二,預備封禪及平東越,博望侯既以通西域尊貴,遂虛其地,,,
31211,卷二十,漢紀十二,封禪泰山,春，正月，上行幸緱氏,齊懷王閎薨，無子，國除,,,
31301,卷二十一,漢紀十三,武帝求仙及征朝鮮,冬，十月，上行幸雍，祠五畤,以討朝鮮,,,
31302,卷二十一,漢紀十三,滅滇國及破樓蘭,初，上使王然于以越破及誅南夷兵威喻滇王入朝,初作角抵戲、魚龍曼延之屬,,,
31303,卷二十一,漢紀十三,滅朝鮮,漢兵入朝鮮境,欲居九夷，有以也夫,,,
31304,卷二十一,漢紀十三,匈奴假和親及名臣欲盡,秋，七月，膠西于王端薨,其令州、郡察吏、民有茂才、異等可為將、相及使絕國者、,,,
31305,卷二十一,漢紀十三,和親烏孫及大撒幣,冬，上行幸回中,待之過于漢使焉,,,
31306,卷二十一,漢紀十三,作建章宮及定太初歷,是歲，匈奴烏維單于死,秋，八月，上行幸安定,,,
31307,卷二十一,漢紀十三,懼征大宛,漢使入西域者言,貳師恐，因留敦煌,,,
31308,卷二十一,漢紀十三,趙破奴被擒,上猶以受降城去匈奴遠,罔亦少密焉,,,
31309,卷二十一,漢紀十三,復征大宛,漢既亡浞野之兵,歲獻天馬二匹,,,
31310,卷二十一,漢紀十三,蘇武牧羊,秋，起明光宮,各置他所,,,
31311,卷二十一,漢紀十三,浚稽山之戰,天雨白氂,乃遣使勞賜陵餘軍得脫者,,,
31312,卷二十一,漢紀十三,直指繡衣使者,上以法制御下,漢兵不利，引去,,,
31401,卷二十二,漢紀十四,族李陵家及命堯母門,春，二月，王卿有罪自殺,卒成巫蠱之禍，悲夫,,,
31402,卷二十二,漢紀十四,重江充及巫蠱之禍起,趙人江充為水衡都尉,上行幸甘泉,,,
31403,卷二十二,漢紀十四,戾太子,初，上年二十九乃生戾太子,宜太子之不終也,,,
31404,卷二十二,漢紀十四,李廣利降匈奴,癸亥，地震,宗族遂滅,,,
31405,卷二十二,漢紀十四,輪臺詔及富民侯,秋，蝗,其無三代之臣乎,,,
31406,卷二十二,漢紀十四,金日磾救駕及殺趙婕妤,秋，八月，辛酉晦，日有食之,二月，行幸盩厔，五柞宮,,,
31407,卷二十二,漢紀十四,漢武帝托孤,上病篤，霍光泣涕問曰,此其所以有亡秦之失而免亡秦之禍乎,,,
31408,卷二十二,漢紀十四,漢昭帝即位,戊辰，太子即皇帝位,左將軍桀行北邊,,,
31501,卷二十三,漢紀十五,燕王旦反及托孤臣侯,夏，益州夷二十四邑、三萬餘人皆反,毋令民出今年田租,,,
31502,卷二十三,漢紀十五,匈奴中衰及上官皇后,初，武帝征伐匈奴,無在位者,,,
31503,卷二十三,漢紀十五,成方遂及鹽鐵之議,有男子乘黃犢車詣北闕,於是鹽鐵之議起焉,,,
31504,卷二十三,漢紀十五,蘇武歸國李陵死,初，蘇武既徙北海上,遂死於匈奴,,,
31505,卷二十三,漢紀十五,燕蓋之亂,夏，旱,乃擢義子延壽為諫大夫,,,
31506,卷二十三,漢紀十五,眭弘預言及漢匈張掖之役,大將軍光以朝無舊臣,匈奴不敢入張掖,,,
31507,卷二十三,漢紀十五,侯史吳案及擊烏桓,燕、蓋之亂,不能復出兵,,,
31508,卷二十三,漢紀十五,傅介子刺樓蘭王,春，正月，丁亥，帝加元服,少府河內蔡義為御史大夫,,,
31601,卷二十四,漢紀十六,立劉賀,春，二月，詔減口賦錢十三,葬孝昭皇帝於平陵,,,
31602,卷二十四,漢紀十六,廢劉賀,昌邑王既立,遷勝長信少府，賜爵關內侯,,,
31603,卷二十四,漢紀十六,漢宣帝身世及即位,初，衛太子納魯國史良娣,尊皇太后為太皇太后,,,
31604,卷二十四,漢紀十六,霍氏專權,侍御史嚴延年劾奏“大將軍光擅廢立主,禮下之已甚,,,
31605,卷二十四,漢紀十六,定謚立廟,夏，四月，庚午，地震,系再更冬，講論不怠,,,
31606,卷二十四,漢紀十六,聯烏抗匈及毒殺許后,初，烏孫公主死,而邊境少事矣,,,
31607,卷二十四,漢紀十六,良吏盛,是歲，潁川太守趙廣漢為京兆尹,民自以不冤,,,
31608,卷二十四,漢紀十六,霍光死,春，霍光病篤,皆從其議,,,
31609,卷二十四,漢紀十六,孝宣中興,帝興於閭閻,遂南降漢,,,
31701,卷二十五,漢紀十七,立太子劉奭,春，三月，詔曰,廣由是見器重,,,
31702,卷二十五,漢紀十七,侵削霍氏,京師大雨雹,悉易以所親信許、史子弟代之,,,
31703,卷二十五,漢紀十七,尚德緩刑書,初，孝武之世，征發煩數,則廷平將召權而為亂首矣,,,
31704,卷二十五,漢紀十七,五爭車師,昭帝時，匈奴使四千騎田車師,立廣川惠王孫文為廣川王,,,
31705,卷二十五,漢紀十七,霍禹之亂,霍顯及禹、山、雲自見日侵削,孝宣亦少恩哉,,,
31706,卷二十五,漢紀十七,龔遂治勃海及龜茲來朝,九月，詔減天下鹽賈,夫人號稱公主，賞賜甚厚,,,
31707,卷二十五,漢紀十七,趙廣漢腰斬及尹翁歸升遷,初作杜陵,故尤得名譽於朝廷,,,
31708,卷二十五,漢紀十七,斬莎車王,初，烏孫公主少子萬年有寵於莎車王,以奉世為光祿大夫,,,
31709,卷二十五,漢紀十七,棄車師,春，正月，赦天下,使護鄯善以西南道,,,
31710,卷二十五,漢紀十七,賢臣輩出及海昏侯,魏相好觀漢故事及便宜章奏,春，三月，詔封故昌邑王賀為海昏侯,,,
31711,卷二十五,漢紀十七,漢宣帝報恩及諸羌叛亂,乙未，詔曰：“朕微眇時,榖石五錢,,,
31801,卷二十六,漢紀十八,聖主得賢臣頌,春，正月，上始行幸城甘泉,吉遂謝病歸,,,
31802,卷二十六,漢紀十八,趙充國征西羌,義渠安國至羌中,徼其疲劇，乃擊之,,,
31803,卷二十六,漢紀十八,辛武賢之爭,時上已發內郡兵屯邊者合六萬人矣,從充國計焉,,,
31804,卷二十六,漢紀十八,趙充國屯田,充國乃引兵至先零在所,獨充國留屯田,,,
31805,卷二十六,漢紀十八,平西羌及蓋寬饒死,大司農朱邑卒,眾莫不憐之,,,
31806,卷二十六,漢紀十八,日逐王降漢及西域都護,匈奴虛閭權渠單于將十餘萬騎旁塞獵,握衍朐鞮單于更立其從兄薄胥堂為日逐王,,,
31807,卷二十六,漢紀十八,劉相夫和親止及韓延壽,烏孫昆彌翁歸靡因長羅侯常惠上書,失亡數千人，不勝,,,
31901,卷二十七,漢紀十九,黃霸升遷及嚴延年誅,春，二月，以鳳凰、甘露降集京師，赦天下,東海莫不賢智其母,,,
31902,卷二十七,漢紀十九,五單于爭立,匈奴握衍朐鞮單于暴虐,乙酉朔，日有食之,,,
31903,卷二十七,漢紀十九,漢臣鬥朝廷及匈奴鬥單于,韓延壽代蕭望之為左馮翊,豈虛虖哉,,,
31904,卷二十七,漢紀十九,黃霸拜相及常平倉,二月，壬辰，黃霸為丞相,上乃下詔賜壽昌爵關內侯,,,
31905,卷二十七,漢紀十九,楊惲死張敞活,夏，四月，辛丑朔，日有食之,敞到部，盜賊屏跡,,,
31906,卷二十七,漢紀十九,太子位安及匈奴欲附,皇太子柔仁好儒,上素服五日,,,
31907,卷二十七,漢紀十九,烏孫大小昆彌並立,烏孫狂王復尚楚主解憂,然眾心皆附小昆彌,,,
31908,卷二十七,漢紀十九,呼韓邪單于來朝,春，正月，立皇子囂為定陶王,咸尊漢矣,,,
31909,卷二十七,漢紀十九,麒麟閣十一功臣及石渠閣會議,上以戎狄賓服,榖梁春秋博士,,,
31910,卷二十七,漢紀十九,解憂歸國及漢成帝生,烏孫大昆彌元貴靡及鴟靡皆病死,常置左右,,,
31911,卷二十七,漢紀十九,漢宣帝崩,夏，廣川王海陽坐禽獸行 ,皇后曰皇太后 ,,,
32001,卷二十八,漢紀二十,貢禹諫節儉,春，正月，辛丑，葬孝宣皇帝於杜陵,為罪愈大矣,,,
32002,卷二十八,漢紀二十,蕭史黨爭,匈奴呼韓邪單于復上書,石顯為中書令,,,
32003,卷二十八,漢紀二十,棄珠厓及貢禹用事,初，武帝滅南越,多采用之,,,
32004,卷二十八,漢紀二十,谷吉送死及郅支聯康居,匈奴郅支單于自以道遠,西邊空虛不居者五千里,,,
32005,卷二十八,漢紀二十,薛廣德懸車及孔霸拒相,冬，十二月，丁未，貢禹卒,戊子，侍中、衛尉王接為大司馬、車騎將軍,,,
32006,卷二十八,漢紀二十,劉向諫遠小人,石顯憚周堪、張猛等,愈與許、史比而怨更生等,,,
32007,卷二十八,漢紀二十,諸葛豐免及賈捐之誅,是歲，夏寒，日青無光,況捐之以邪攻邪，其能免乎,,,
32008,卷二十八,漢紀二十,匡衡論災變,徙清河王竟為中山王,如此之比，宜為赦矣,,,
32009,卷二十八,漢紀二十,馮奉世平彡姐羌,秋，七月，隴西羌彡姐旁種反,備要害處,,,
32101,卷二十九,漢紀二十一,張猛死及宗廟罷,春，二月，馮奉世還京師,用韋玄成等之議也,,,
32102,卷二十九,漢紀二十一,匡衡諫定太子,上好儒術、文辭,正家而天下定矣,,,
32103,卷二十九,漢紀二十一,馮媛擋熊,初，武帝既塞宣房,立皇子興為信都王,,,
32104,卷二十九,漢紀二十一,京房諫罷石顯,東郡京房學《易》於梁人焦延壽,孝元之謂矣,,,
32105,卷二十九,漢紀二十一,京房棄市,上令房上弟子曉知考功、課吏事者,髡為城旦,,,
32106,卷二十九,漢紀二十一,石顯弄權,石顯威權日盛,如斯而已矣,,,
32107,卷二十九,漢紀二十一,郅支之戰,八月，癸亥，以光祿勛匡衡為御史大夫,群臣上壽，置酒,,,
32108,卷二十九,漢紀二十一,太子不悌及復宗廟,六月，甲申，中山哀王竟薨,徙濟陽王康為山陽王,,,
32109,卷二十九,漢紀二十一,昭君出塞,匈奴呼韓邪單于聞郅支既誅,為右日逐王,,,
32110,卷二十九,漢紀二十一,止馮野王及召父治民,皇太子冠,孝昭太后寢園,,,
32111,卷二十九,漢紀二十一,議封陳湯甘延壽,初，中書令石顯嘗欲以姐妻甘延壽,權其輕重而為之制宜焉,,,
32112,卷二十九,漢紀二十一,定嗣及漢元帝崩,初，太子少好經書，寬博謹慎,上敬納其言,,,
32201,卷三十,漢紀二十二,石顯失勢及王氏封侯,春，正月，乙丑，悼考廟災,上優詔不許,,,
32202,卷三十,漢紀二十二,九女之制及呼韓邪死,御史中丞東海薛宣上書曰,小女為當于居次,,,
32203,卷三十,漢紀二十二,真假大洪水,春，三月，赦天下徒,徙民避水居丘陵九萬七千餘口,,,
32204,卷三十,漢紀二十二,谷永保陳湯,壬戌，以少府張忠為御史大夫,莫府事壹決於湯,,,
32205,卷三十,漢紀二十二,許后專寵及儉省減刑,春，杜欽薦犍為王延世於王鳳,以塞詔而已,,,
32206,卷三十,漢紀二十二,伊邪莫演詐降,匈奴單于遣右皋林王伊邪莫演等奉獻,徙山陽王康為定陶王,,,
32207,卷三十,漢紀二十二,一日五侯及王尊免復,六月，上悉封諸舅,天子復以尊為徐州刺史,,,
32208,卷三十,漢紀二十二,陳立滅夜郎,夜郎王興,西夷遂平,,,
32209,卷三十,漢紀二十二,劉向校書及王商氣死,春，正月，楚王囂來朝,楚孝王囂薨,,,
32210,卷三十,漢紀二十二,罷使罽賓,初，武帝通西域,三月，赦天下徒,,,
32211,卷三十,漢紀二十二,王鳳鬥王章馮野王,京兆尹泰山王章下獄，死,鳳白行其策焉,,,
32212,卷三十,漢紀二十二,劉向諫防王氏篡權,是歲，陳留太守薛宣為左馮翊,徙信都王興為中山王,,,
32301,卷三十一,漢紀二十三,王鳳死及烏孫小昆彌復仇,春，三月，壬戌，隕石東郡八,奉初陵,,,
32302,卷三十一,漢紀二十三,漢成帝微行及雊雉之異,上始為微行,災變尚可銷也,,,
32303,卷三十一,漢紀二十三,起昌陵及五侯奢侈,初，元帝儉約,孝景廟北闕災,,,
32304,卷三十一,漢紀二十三,趙氏姐妹鬥許后班婕妤,初，許皇后與班婕妤皆有寵於上,上許焉,,,
32305,卷三十一,漢紀二十三,,廣漢男子鄭躬等六十餘人攻官寺,,,,
32306,卷三十一,漢紀二十三,,,,,,
32307,卷三十一,漢紀二十三,,,,,,
32308,卷三十一,漢紀二十三,,,,,,
