索引號,慣用名,通鑑名,通鑑目錄,出處,女性,別稱,姓,名,字,號,氏,謚,生年,卒年,出生月日,去世月日,得位年,失位年,統治政權,從屬政權,籍貫,作品,相關典故,人物組合,生僻度,簡述,記載年,記載年備註,wiki異名,備注
4445,馬適建,馬適建,31505,,,,馬適,建,,,,,0,0,,,,,,西漢,,,,,1,漢昭帝執金吾，擊武都氐,-80,,,
4446,韓增,龍頟侯|韓增|前將軍|將軍,31505,,,,,,,,,安,0,-56,,,,,,西漢,,,,麒麟閣十一功臣,,韓說次子，漢昭帝時擊武都氐，漢宣帝大司馬、車騎將軍，聯烏抗匈，舉薦馮奉世,,,,
4447,上官桀妻父,桀妻父,31505,,,,,,,,,,0,0,,,,,,西漢,,,,,4,上官桀妻父,-80,,,
4448,太醫監充國,充國,31505,,,,,充國,,,,,0,0,,,,,,西漢,,,,,3,上官桀妻父所幸太醫監，鄂邑公主贖其罪,-80,,,
4449,楊敞,長史敞|楊敞|敞|丞相|丞相敞|安平敬侯,31505,,,,,,,,,敬,0,-74,,,,,,西漢,,,,,,漢昭帝時期霍光長史、搜粟都尉、大司農、丞相，楊喜後代，司馬遷女婿，燕蓋之亂不敢告發轉杜延年，知霍光廢劉賀驚懼無措,,,,
4450,劉旦相平,相平|平,31505,,,,,,,,,,0,0,,,,,,西漢,,,,,3,燕王劉旦相，擔心上官桀父子謀反不成，勸其事敗不發兵,-80,,,
4451,右將軍王莽,右將軍王莽,31505,,,,,,稚叔,,,,0,-80,,,,,,西漢,,,,,2,漢昭帝右將軍，燕王劉旦謀反所忌憚,,,,
4452,燕倉,燕倉|宜城侯,31505,,,,,,,,,,0,0,,,,,,西漢,,,,,1,鄂邑公主舍人父，稻田使者，告發燕蓋之亂,-80,,,
4453,華容夫人,夫人,31505,,1,,,,,,,,0,-80,,,,,,西漢,,起舞歌,,,1,燕王劉旦夫人，燕蓋之亂隨其自殺,,,,
4454,劉建 (廣陽王),太子建|廣陽王,31505,,,,,,,,,頃,0,-45,,,,,,西漢,,,,,,燕王劉旦子，漢昭帝加恩赦為庶人，漢宣帝復封王,,,,
4455,王訢,王訢|丞相|宜春敬侯,31505,,,,,,,,,敬,0,-76,,,,,,西漢,,,,,,漢昭帝御史大夫、丞相，武帝時結交暴勝之并受推薦,,,,
4456,任宮,任宮|弋陽侯,31505,,,,,,,,,,0,-48,,,,,,西漢,,,,,1,漢昭帝丞相徵事，燕蓋之亂捕得上官桀,,,,
4457,王山壽,王山壽|商利侯,31505,,,,,,,,,,0,0,,,,,,西漢,,,,,3,漢昭帝丞相少史，燕蓋之亂誘上官安入府,-80,,,
4458,魏相,魏相|相|丞相|魏大夫|高平憲侯|魏,31505,,,,,,,,,憲,0,-59,,,,,,西漢,,,,麒麟閣十一功臣,,漢昭帝時諫賞韓義子韓延壽，漢宣帝時大司農、御史大夫、丞相，諫漢宣帝損奪霍氏權位,,,魏相 (漢朝),
4459,韓延壽,延壽|韓延壽|韓馮翊|韓,31505,,,,,,長公,,,,0,-57,,,,,,西漢,,,,,,漢昭帝諫大夫，韓義子，漢宣帝穎川太守、東郡太守、左馮翊，與蕭望之相鬥死,,,,
4460,張安世,張安世|安世|右將軍安世|車騎將軍|富平侯|將軍|富平敬侯,31506,,,,,,子孺,,,敬,0,-62,,,,,,西漢,,,,麒麟閣十一功臣,,漢武帝尚書令、光祿大夫，漢昭帝光祿勳、右將軍，張湯子，與霍光定計廢劉賀，漢宣帝衛將軍、大司馬,,,,
4461,甌脫王,甌脫王,31506,,,,,,,,,,0,0,,,,,,匈奴,,,,,1,壺衍鞮時期王，敗於漢九千人，漢無所失,-80,,,
4462,眭弘,眭弘|弘,31506,,,眭孟,,,孟,,,,0,-78,,,,,,西漢,,,,,,漢昭帝符節令，上書公孫病已立勸帝禪位，以妖言伏誅，春秋公羊傳學者,,眭音雖,,
4463,犂汙王,犂汙王,31506,,,,,,,,,,0,-78,,,,,,匈奴,,,,,1,張掖之役被漢屬國義渠王射殺,,,,
4464,握衍朐鞮單于,右賢王|屠耆堂|握衍朐鞮單于|單于,31506,,,,,屠耆堂,,,,,0,-58,,,-60,-58,匈奴,,,,,,,匈奴單于第13代，張掖之役為虛閭權渠右賢王，大敗，與顓渠閼氏私通，烏維單于耳孫，暴虐，被呼韓邪單于敗，其弟右賢王不救而自殺,,,,
4465,張掖太守,張掖太守,31506,,,,,,,,,,0,0,,,,,,西漢,,,,,4,漢昭帝張掖太守，張掖之役大破匈奴,-78,,,
4466,殺犂汙王義渠王,義渠王|犂汙王,31506,,,,,,,,,,0,0,,,,,,西漢,,,,,4,張掖之役射殺犂汙王，被封犂汙王,-78,,,
4467,桑遷,遷|桑遷,31507,,,,,,,,,,0,0,,,,,,西漢,,,,,1,桑弘羊子，燕蓋之亂亡匿侯史吳家，後被捕處死,-78,,,
4468,侯史吳,侯史吳|吳,31507,,,,侯史,吳,,,,,0,0,,,,,,西漢,,,,,3,桑弘羊故吏，燕蓋之亂藏匿桑遷，後自首引發侯史吳案,-78,,,
4469,徐仁,少府|徐仁|少府仁|仁,31507,,,,,,中孫,,,,0,-78,,,,,,西漢,,,,,,漢昭帝少府，田千秋女婿，侯史吳案輕判被牽連，自殺,,,徐仁 (西漢),
4470,侍御史,侍御史,31507,,,,,,,,,,0,0,,,,,,西漢,,,,,3,侯史吳案定論後認為有罪，把事態搞大,-78,,,
4471,賈勝胡,賈勝胡,31507,,,,,,,,,,0,-78,,,,,,西漢,,,,,3,漢昭帝左馮翊，因侯史吳事件腰斬,,,,
4472,范明友,范明友|明友|度遼將軍|平陵侯,31507,,,,,,,,,,0,-66,,,,,,西漢,,,,,,漢昭帝中郎將，乘敝擊烏桓，獲三王首，聯烏抗匈，漢宣帝未央衛尉、光祿勳，霍光女婿，霍禹之亂自殺,,,,
4473,江德,轑陽侯德,31508,,,,,,,,,,0,0,,,,,,西漢,,,,,2,漢昭帝太常，誅公孫勇封侯，因孝文廟火免為庶人,-77,,,轑音老
4474,賴丹,賴丹|校尉賴丹|漢使,31508,,,,,,,,,,0,-89,,,,,,拘彌,,,,,1,扜彌國太子，質龜茲，漢宛戰爭入漢，以漢使將田輪臺被龜茲王殺,,,,
4475,姑翼,姑翼,31508,,,,,,,,,,0,-71,,,,,,龜茲,,,,,2,龜茲國貴人，勸殺賴丹，被常惠誅殺,-89,,,
4476,絳賓,王|龜茲王|絳賓,31508,,,,,,,,,,0,0,,,0,0,龜茲,,,,,,,第一代龜茲王，殺賴丹，娶弟史，-65朝漢,-89,,,死於-71前
4477,安歸父樓蘭王,樓蘭王,31508,,,,,,,,,,0,0,,,0,0,樓蘭,,,,,,4,樓蘭王，安歸、尉屠耆父,,,,
4478,安歸,安歸|王|樓蘭王,31508,,,常歸|嘗歸,,,,,,,0,-77,,,0,0,樓蘭,,,,,,,質於匈奴德樓蘭王子，被匈奴立，傅介子刺殺之,,,,
4479,尉屠耆,尉屠耆|王,31508,,,,,,,,,,0,0,,,0,0,鄯善,西漢,,,,,,安歸弟，降漢，被漢立為王，樓蘭更名鄯善,-77,,,
4480,傅介子,傅介子|介子|義陽侯,31508,,,,,,,,,,0,-65,,,,,,西漢,,,,,,漢昭帝使者，刺殺樓蘭王安歸，更名樓蘭為鄯善,,,,
4481,尉屠耆夫人,宮女|夫人,31508,,1,,,,,,,,0,0,,,,,,西漢|鄯善,,,,,4,漢昭帝宮女，尉屠耆夫人,,,,
4482,蔡義,蔡義|丞相|陽平節侯,31508,,,陽平侯,,,,,,節,0,-71,,,,,,西漢,,,,,,漢昭帝少府、御史大夫，漢宣帝丞相,,,,
4601,否劉胥郎,郎|九江太守,31601,,,,,,,,,,0,0,,,,,,西漢,,,,,4,漢昭帝崩時上書言不宜立廣陵王劉胥，霍光喜,-74,,,
4602,伯邑考,伯邑考,31601,3,,,姬,,,,,,-1112,0,,,,,,商朝,,,,,,周文王長子，太姒生，早死,,,,
4603,史樂成,樂成,31601,,,爰氏侯,,,,,,,0,-73,,,,,,西漢,,,,,1,漢昭帝少府，迎劉賀,,,,
4604,劉德,宗正德,31601,,,,,,路叔,,,繆,0,-57,,,,,,西漢,,,,麒麟閣十一功臣,,劉辟彊子，漢武帝吾家千里駒，漢昭帝宗正、大鴻臚，迎劉賀，迎立宣帝,,,劉德 (陽城侯),
4605,丙吉,光祿大夫吉|丙吉|吉|博陽侯|丞相|博陽定侯|丙,31601,,,邴吉,,,少卿,,,定,0,-55,,,,,,西漢,,,,麒麟閣十一功臣,,漢武帝獄吏，巫蠱之禍保全漢宣帝而匿不言功，漢昭帝光祿大夫，迎劉賀，廢劉賀後奏立漢宣帝，漢宣帝太子太傅、御史大夫、丞相，不問死人問牛喘,,,,
4606,利漢,利漢,31601,,,,,,,,,,0,0,,,,,,西漢,,,,,3,漢昭帝中郎將，迎劉賀,-74,,,
4607,劉賀,昌邑王賀|賀|大王|王|昌邑王|陛下|天子|皇太子|皇帝|陛下|昌邑|故昌邑王|故王|海昏侯,31601,,,,,,,,,,0,-59,,,-74,-74,西漢,,,,,,,西漢第9代皇帝，劉髆子，27天被霍光廢立，改封海昏侯,,,,
4608,王吉 (西漢),王吉|中尉|中尉吉|吉|王,31601,,,,,,子陽,,,,0,-48,,,,,,西漢,,,彈冠相慶,,,劉賀中尉、勸諫者，勸劉賀禁飆車，廢劉賀後免死，漢宣帝諫大夫，勸諫迂闊不見聽，妻子摘鄰居棗被休，漢元帝招之道中病故，瑯琊王氏始祖，王陽在位，貢公彈冠,,,,
4609,謁者千秋,謁者千秋,31601,,,,,,,,,,0,0,,,,,,西漢,,,,,3,劉賀遣贈中尉王吉牛酒,-74,,,
4610,龔遂,龔遂|郎中令|遂|郎中令遂,31601,,,,,,少卿,,,,0,0,,,,,,西漢,,,,龔黃,,劉賀郎中令、勸諫者，面刺劉賀過，廢劉賀後免死，漢宣帝勃海太守、水衡都尉,-74,,,
4611,侯得,侯得|得,31601,,,,,,,,,,0,0,,,,,,西漢,,,,,3,膠西王劉端諛臣,,,,
4612,張安,張安|安,31601,,,,,,,,,,0,0,,,,,,西漢,,,,,3,劉賀郎中，龔遂選用匡正劉賀，數日遣返,,,,
4613,大奴善,大奴善|善,31601,,,,,,,,,,0,-74,,,,,,西漢,,,,,3,劉賀大奴，過弘農以衣車載女子，事發被捕,,,,
4614,安樂,安樂,31601,,,,,,,,,,0,-74,,,,,,西漢,,,,,3,劉賀相，即位遷常樂衛尉,,,,
4615,壽成,壽成,31601,,,,,,,,,,0,-74,,,,,,西漢,,,,,3,劉賀太僕,,,,
4616,張敞,張敞|敞|張,31602,,,,,,子高,,,,0,-47,,,,,,西漢,,,張敞畫眉,風流四事,,劉賀太僕丞，勸其莫立黨羽，漢宣帝太中大夫、京兆尹、山陽太守，上書諫削霍氏侯，監視劉賀，鶡雀事慚黃霸，因殺絮舜事免，復為冀州刺史,,,,
4617,田延年,田延年|延年|大司農|田子賓,31602,,,陽城侯,,,子賓,,,,0,-72,,,,,,西漢,,,,,,霍光故吏，勸廢劉賀，主力執行者，劍逼百官，漢宣帝大司農，貪污被告自殺,,,,
4618,太甲,太甲,31602,3,,祖甲,子,至,,,,,0,0,,,0,0,商朝,,,,自作孽不可活,,,商朝第5任君王，被伊尹流放桐宮，後復辟,,,,
4619,夏侯勝,夏侯勝|勝|夏侯君|大,31602,,,,,,長公,,,,0,0,,,,,,西漢,,,芥拾青紫,,,劉賀光祿大夫，觀天象知有臣下欲謀上，霍光以為謀泄，漢宣帝諫大夫、長信少府、太子太傅，拒絕給漢武帝立廟下獄，上官太后師，尚書大夏侯學開創者,,,,
4620,劉賀侍中傅嘉,傅嘉|嘉,31602,,,,,,,,,,0,0,,,,,,西漢,,,,,3,劉賀侍中，數進諫下獄,-74,,,
4621,司馬遷女司馬英,敞夫人,31602,,1,,,,,,,,0,0,,,,,,西漢,,,,,1,司馬遷女，楊敞夫人，代驚懼無言楊敞同意田延年廢劉賀事,-74,,,
4622,君卿,君卿,31602,,,,,,,,,,0,0,,,,,,西漢,,,,,3,劉賀侍中，賜娶十妻,-74,,,
4623,中御府令高昌,高昌,31602,,,,,,,,,,0,0,,,,,,西漢,,,,,3,劉賀中御府令，賜君卿娶十妻,-74,,,
4624,宮人蒙,宮人蒙,31602,,1,,,,,,,,0,0,,,,,,西漢,,,,,3,漢昭帝宮女，劉賀與之淫亂,-74,,,
4625,陳媯,母|惠后,31602,3,1,周惠后,媯,,,,,,0,0,,,,,,東周,,,,,,周惠王后，周襄王、子帶母,,,,
4626,王式 (漢朝),王式|式,31602,,,,,,翁思,,,,0,0,,,,,,西漢,,,,,,劉賀師、經學家，以詩三百諫，廢劉賀後免死,-74,,,
4627,史良娣,史良娣|戾夫人|戾后,31603,,1,戾后,史,,,,,,0,-91,,,,,,西漢,,,,,,戾太子良娣，漢宣帝奶奶，死於巫蠱之禍,,,,
4628,劉進,進|史皇孫|皇孫,31603,,,,,,,,,悼,-113,-91,,,,,,西漢,,,,,,戾太子史良娣子，漢宣帝父，死於巫蠱之禍,,,,
4629,王翁須,王夫人|悼后,31603,,1,,,翁須,,,,,0,-91,,,,,,西漢,,,,,,漢宣帝母，死於巫蠱之禍,,,,
4630,漢宣帝,病已|皇曾孫|曾孫|陽武侯|皇帝|上|中宗|孝宣皇帝|天子|帝|陛下|宣|孝宣|詢|孝宣帝|宣帝|中宗|漢宣帝|漢宣,31603,,,劉病已,劉,病已|詢,次卿,,,宣,-91,-48,,1.10.,-74,-48,西漢,,,,故劍情深,昭宣之治,,西漢第10代皇帝,,,,
4631,胡組,胡組|組,31603,,1,,,,,,,,0,0,,,,,,西漢,,,,,1,女徒，巫蠱之禍乳養漢宣帝,-91,,,死於-64前
4632,郭徵卿,郭徵卿|徵卿,31603,,1,,,,,,,,0,0,,,,,,西漢,,,,,1,女徒，巫蠱之禍乳養漢宣帝,-91,,,死於-64前
4633,誰如,誰如,31603,,,,,,,,,,0,0,,,,,,西漢,,,,,3,巫蠱之禍漢宣帝所在獄守丞，送之京兆尹不受復還,-91,,,
4634,少內嗇夫,少內嗇夫,31603,,,,,,,,,,0,0,,,,,,西漢,,,,,4,漢武帝掖庭吏，勸丙吉撫養漢昭帝無詔令,-91,,,
4635,貞君,貞君,31603,,1,,,,,,,,0,0,,,,,,西漢,,,,,3,史良娣母，收養漢宣帝,-91,,,
4636,史恭,恭,31603,,,,,,,,,,0,0,,,,,,西漢,,,,,,史良娣兄，收養漢宣帝,-91,,,死於-74前
4637,張賀,張賀|賀|掖庭令|恩德侯|陽都哀侯,31603,,0,,,,,,,哀,0,0,,,,,,西漢,,,,,,漢昭帝掖庭令，張湯子，幸於戾太子，教養漢宣帝，欲妻女孫被張安世制止，自出聘禮嫁許平君,-91,,,死於-74前
4638,許廣漢,許廣漢|廣漢|昌成君|許伯|平恩侯|平恩戴侯|戴侯,31603,,0,,,,,,,,0,-61,,,,,,西漢,,,,,,漢昭帝暴室嗇夫，許平君父,,,,
4639,許平君,女|許廣漢女|許倢伃|皇后|恭哀許皇后|許后|許皇后|許氏|恭哀后,31603,,1,,,,,,,恭哀,-90,-71,,3.1,,,,西漢,,,,,,漢宣帝首任皇后，許廣漢女，被霍顯毒死，第一位有獨立謚號皇后,,,,
4640,許平君母,嫗,31603,,1,,,,,,,,0,0,,,,,,西漢,,,,,4,許廣漢妻，怒其嫁女漢宣帝,,,,
4641,澓中翁,澓中翁,31603,,,,,,,,,,0,0,,,,,,西漢,,,,,1,張賀聘請教授漢宣帝詩書,,,,澓音伏
4642,嚴延年,嚴延年|屠伯|延年,31604,,,,,,次卿,,,,0,-58,,,,,,西漢,,,,,,漢宣帝侍御史、河南太守，劾霍光廢立劉賀，酷吏，殺人無度，坐不道棄市,,,,
4643,漢元帝,奭|皇太子|太子|元|孝元皇帝|陛下|天子|孝元|上|帝|國家|元帝|孝元帝|高宗|漢元帝,31604,,,,,奭,盛,,,元,-75,-33,,7.8,-49,-33,西漢,,,,,,,西漢第11代皇帝，習音律,,,,
4644,霍成君,小女|霍將軍女|成君|霍光女|皇后|霍后|后|皇后霍氏,31604,,1,,,,,,,,0,-54,,,,,,西漢,,,,,,霍光霍顯女，漢宣帝第二任皇后，揮霍無度，霍禹之亂後廢，十二年後自殺,,,,
4645,霍禹,禹|霍禹|大司馬|博陸,31604,,,,,,,,,,0,-66,,,,,,西漢,,,,,,霍光子，漢昭帝中郎將，漢宣帝右將軍、大司馬，冠小冠無印綬，霍氏欲兵變立霍禹為帝，敗露被腰斬,,,,
4646,霍雲,雲|中郎將雲|冠陽侯,31604,,,,,,,,,,0,-66,,,,,,西漢,,,,,,霍去病次孫，漢昭帝中郎將，霍禹之亂自殺,,,,
4647,霍山,山|奉車都尉山|樂平侯|霍山,31604,,,,,,,,,,0,-66,,,,,,西漢,,,,,,霍去病長孫，漢昭帝奉車都尉、侍中，霍禹之亂自殺,,,霍山 (漢朝),
4648,劉弘 (高密王),弘|高密王,31605,,,,,,,,,哀,0,-65,,,,,,西漢,,,,,,劉胥少子,,,,
4649,黃霸,黃霸|霸|穎川太守霸|丞相|建成安侯,31605,,,,,,次公,,,定,-130,-51,,,,,,西漢,,,,龔黃,,漢昭帝河南太守丞，執法平，漢宣帝廷尉正、丞相長史、潁川太守、京兆尹、太子太傅、御史大夫、丞相，縱夏侯勝被舉劾下獄并受學尚書，治潁川第一，當丞相犯二,,,,
4650,劉解憂,解憂|楚主|公主|烏孫公主|烏孫主|主,31606,,1,,,,,,,,-121,-49,,,,,,西漢|烏孫,,,,,,劉交五世孫女，劉細君死後和親烏孫，嫁軍須靡、翁歸靡、泥靡，刺殺泥靡未遂,,,,
4651,泥靡,泥靡|狂王,31606,,,,,,,,,,0,-53,,,-60,-53,烏孫,,,,,,,烏孫第5代昆莫，軍須靡與匈奴左夫人子，暴惡，被烏就屠殺,,,,
4652,大祿,大祿,31606,,,,,,,,,,0,0,,,,,,烏孫,,,,,,獵驕靡次子，翁歸靡父，大祿為丞相官位,,,,
4653,翁歸靡,翁歸靡|肥王|昆彌|烏孫昆彌,31606,,,,,,,,,,0,-60,,,-93,-60,烏孫,,,,,,,烏孫第4代昆莫，大祿子，與劉解憂和諧，參與聯烏抗匈,,,,
4654,元貴靡,元貴靡|大昆彌,31606,,,,,,,,,,0,-51,,,-53,-51,烏孫大昆彌,,,,,,,烏孫首任大昆彌，翁歸靡劉解憂長子，病死,,,,
4655,萬年,萬年|莎車王,31606,,,,,,,,,,0,-65,,,0,-65,莎車,烏孫,,,,,,翁歸靡劉解憂次子，受莎車王傳位，暴惡，被呼屠徵殺,,,萬年 (莎車),
4656,大樂,大樂,31606,,,,,,,,,,0,0,,,,,,烏孫,,,,,,翁歸靡劉解憂三子，左大將,,,大樂 (烏孫),
4657,弟史,兩女|烏孫公主女|公主女|夫人|公主,31606,,1,,,,,,,,0,0,,,,,,烏孫|龜茲,,,,,,翁歸靡劉解憂長女，嫁龜茲王絳賓，-65朝漢,,,,
4658,素光,兩女,31606,,1,,,,,,,,0,0,,,,,,烏孫,,,,,3,翁歸靡劉解憂幼女，嫁若呼翕侯,,,,
4659,田順,田順|虎牙將軍,31606,,,車順,,,,,,,0,-71,,,,,,西漢,,,,,,漢宣帝云中太守，田千秋子，聯烏抗匈詐增鹵獲自殺,,,,
4660,霍顯,霍光夫人顯|霍夫人|顯|霍顯|太夫人顯|太夫人,31606,,1,,,顯,,,,,0,-66,,,,,,西漢,,,,,,霍光繼室，霍成君母，毒殺許平君，霍禹之亂棄市,,,李顯 (霍光夫人),應不姓李
4661,淳于衍,淳于衍|衍|少夫,31606,,1,,淳于,衍,少夫,,,,0,0,,,,,,西漢,,,,,,婦產女醫，接生許平君，受霍顯指使毒殺之,,,,
4662,淳于衍夫,賞,31606,,,,,,,,,,0,0,,,,,,西漢,,,,,3,淳于衍夫，掖庭護衛，求升職引發霍顯謀害許后事,,,,
4663,蒲陰王,蒲陰王,31606,,,,,,,,,,0,0,,,,,,匈奴,,,,,3,壺衍鞮使者，聯烏抗匈被趙充國虜,-71,,,
4664,冉弘,冉弘|弘,31606,,,,,,,,,,0,0,,,,,,西漢,,,,,3,漢使者，聯烏抗匈逢田廣明欲其謊報,-71,,,
4665,公孫益壽,公孫益壽,31606,,,,,,,,,,0,0,,,,,,西漢,,,,,3,聯烏抗匈田廣明御史屬，勸田廣明不要謊報不聽，田廣明敗後升職,-71,,,
4666,承德,王,31606,,,,,,,,,,0,0,,,0,0,龜茲,,,,,,,第2代龜茲王，絳賓與弟史子，殺賴丹事甩鍋姑翼,-71,,,
4667,韋賢,韋賢|丞相|丞相賢|賢|扶陽節侯,31606,,,,,,長孺,,,節,-143,-62,,,,,,西漢,,,,,,漢宣帝長信少府、丞相，父子拜相，首位致仕丞相,,,,
4668,趙廣漢,趙廣漢|廣漢|趙京兆|趙,31607,,,,,,子都,,,,0,-65,,,,,,西漢,,,,,,漢宣帝穎川太守、京兆尹，鉤距破案大師，發明舉報箱，與魏相較量失敗腰斬，吏民欲代其死,,,,
4669,劉去,廣川王去,31607,,,,,,,,,,0,-70,,,,,,西漢,,,,,,漢宣帝時期第3代廣川王，熱愛盜墓，灌鉛肢解虐殺師及姬妾十餘人，案發自殺,,,,
4670,劉延壽,楚王延壽|延壽,31607,,,,,,,,,,0,-69,,,,,,西漢,,,,,,劉禮五世孫，欲助劉胥奪位，事發自殺,,,,
4671,趙何齊,趙何齊|何齊,31607,,,,,,,,,,0,0,,,,,,西漢,,,,,3,劉延壽後母弟，娶劉胥女，欲助劉胥奪位，被其父揭發,-69,,,
4672,廣陵王女,廣陵王女,31607,,1,,,,,,,,0,0,,,,,,西漢,,,,,4,劉胥女，嫁趙何齊,-69,,,
4673,趙長年,長年,31607,,,,,,,,,,0,0,,,,,,西漢,,,,,3,趙何齊父，揭發其子欲助劉胥奪位,-69,,,
4674,于定國,于定國|定國|廷尉定國|丞相|西平侯,31607,,,,,,曼倩,,,,0,0,,,,,,西漢,,,,,,漢宣帝廷尉、御史大夫、丞相，循吏，支持棄珠厓,-69,,,
4675,張延壽,延壽,31608,,,,,,,,,,0,-51,,,,,,西漢,,,,,,漢宣帝光祿勳、北地太守、左曹、太仆，張安世子,,,,
4676,虛閭權渠單于,左賢王|虛閭權渠單于|單于|虛閭權渠,31609,,,,,,,,,,0,-60,,,-68,-60,匈奴,,,,,,,匈奴單于第12代，壺衍鞮弟，罷黜顓渠閼氏,,,,
4677,虛閭權渠大閼氏,大閼氏,31609,,1,,,,,,,,0,0,,,,,,匈奴,,,,,4,虛閭權渠大閼氏，右大將女,-68,,,
4678,顓渠閼氏 (壺衍鞮單于),顓渠閼氏,31609,,1,,,,,,,,0,0,,,,,,匈奴,,,,,,被虛閭權渠罷黜，私通屠耆堂後立之,-68,,,
4679,顓渠閼氏父左大且渠,左大且渠,31609,,,,,,,,,,0,0,,,,,,匈奴,,,,,4,顓渠閼氏父，破虛閭權渠和親,-68,,,
4680,呼盧訾王,呼盧訾王,31609,,,,,,,,,,0,0,,,,,,匈奴,,,,,4,與左大且渠共同破虛閭權渠和親,-68,,,
4681,治眾,治眾,31609,,,,,,,,,,0,0,,,,,,西漢,,,,,1,張安世軍監，破左大且渠及呼盧訾王,-68,,,
4801,膠東相王成,王成|成|膠東相成,31701,,,,,,,,,,0,-67,,,,,,西漢,,,,,3,漢宣帝膠東相，虛報得爵未至死,,,,
4802,疏廣,疏廣|廣|太傅疏廣,31701,,,,,,仲翁,,,,0,0,,,,,,西漢,,,,二疏,,漢宣帝太子少傅、太子太傅，叔侄共告老辭官，家產不留子孫,-67,,,
4803,疏受,受|少傅受,31701,,,,,,公子,,,,0,0,,,,,,西漢,,,,二疏,,漢宣帝太子少傅，疏廣兄子，叔侄共告老辭官，家產不留子孫,-67,,,
4804,許舜,中郎將舜|舜|許舜|博望侯,31701,,,,,,,,,,0,0,,,,,,西漢,,,,,3,許廣漢弟，監護太子家，疏廣以為不可，漢宣帝長樂衛尉,-67,,,
4805,蕭望之,蕭望之|望之|蕭|前將軍|蕭太傅|賢傅|前將軍望之,31702,,,,,,長倩,,,,0,-47,,,,,,西漢,,,,麒麟閣十一功臣,,漢宣帝大行丞、謁者、平原太守、少府、左馮翊、大鴻臚、御史大夫，貶為太子太傅，主張不和親烏孫，不趁五單于爭立時擊匈奴，參與石渠閣會議，托孤重臣，拜前將軍、光祿勳、給事中，死於蕭史黨爭,,,,疑為蕭何七世孫
4806,馮子都,馮子都,31702,,,馮殷,馮,殷,子都,,,,0,-66,,,,,,西漢,,,,,,霍光監奴，與霍顯淫亂，霍禹之亂謀反被處死，權門惡奴代表,,,,
4807,金安上,金安上|安上|成都侯|都成侯,31702,,,,,,子侯,,,敬,0,-56,,,,,,西漢,,,,,,漢宣帝侍中，金倫子，參與平定霍禹之亂，封都成侯,,,,
4808,任勝,任勝,31702,,,,,,,,,,0,-66,,,,,,西漢,,,,,,漢宣帝中郎將、羽林監、安定太守，霍光次女婿，參與霍禹之亂被處死,,,,
4809,蜀郡太守張朔,張朔,31702,,,,,,,,,,0,0,,,,,,西漢,,,,,3,漢宣帝給事中、光祿大夫、蜀郡太守，霍光姐婿,,,,
4810,王漢,王漢,31702,,,,,,,,,,0,0,,,,,,西漢,,,,,1,漢宣帝中郎將、武威太守，霍光羣孫婿,-67,,,
4811,鄧廣漢,鄧廣漢|廣漢,31702,,,,,,,,,,0,-66,,,,,,西漢,,,,,,漢宣帝長樂衛尉、少府，霍光長女婿，參與霍禹之亂棄市,,,,
4812,趙平,趙平|平,31702,,,,,,,,,,0,-66,,,,,,西漢,,,,,,漢宣帝騎都尉、光祿大夫，霍光中女婿，參與霍禹之亂被處死,,,趙平 (西漢),
4813,路溫舒,路溫舒,31703,,,,,,,,,,0,0,,,,,,西漢,,,,,,漢宣帝廷尉史，尚德緩刑書，編蒲抄書,-67,,,
4814,公孫無知,無知,31703,3,,,姜,無知,,,,,-729,-685,,,-685,-685,齊國,,,,,,,連稱、管至父殺齊襄公，立公孫無知，無知被殺後立齊桓公,,,,
4815,皋陶,皋陶,31703,3,,皋繇|咎陶|咎繇,偃,,,,,,0,0,,,,,,上古,,,,,,傳說生於堯時，經舜、夏，舜時理官，司法鼻祖，六安國始祖,,,,陶音姚
4816,鄭昌 (西漢),鄭昌,31703,,,,,,次卿,,,,0,0,,,,,,西漢,,,,,,漢宣帝涿郡太守，建議修法正獄而非置廷尉平，為蓋寬饒求情不聽,-67,,,
4817,軍宿,軍宿,31704,,,,,,,,,,0,0,,,-67,0,車師前國,,,,,,,原車師太子，被廢，逃往外祖焉耆，漢宣帝立為車師王，徙其民渠犂,,,,
4818,車師王,車師王,31704,,,,,,,,,,0,0,,,0,0,車師,,,,,,4,車師王，烏貴、軍宿父，車師分裂前後最后一代王,,,,
4819,烏貴,烏貴|王|車師王,31704,,,,,,,,,,0,0,,,-71,-67,車師前國,,,,,,,漢宣帝時車師王，降漢，匈奴攻打後逃亡烏孫，後歸漢,,,,
4820,鄭吉,鄭吉|吉|安遠侯|安遠,31704,,,,,,,,,繆,0,-49,,,,,,西漢,,,,,,漢宣帝侍郎、衛司馬，破車師，降日逐，第一任西域都護，赤谷城解圍劉解憂,,,,
4821,司馬憙,司馬憙|憙,31704,,,,,,,,,,0,0,,,,,,西漢,,,,,1,漢宣帝校尉，擊車師,-67,,,
4822,兜莫,兜莫|車師王,31704,,,,,,,,,,0,0,,,-67,0,車師後國,,,,,,,軍宿立後，匈奴立為車師王并東遷，第一代車師後國王,,,,
4823,博平君,王媼|外祖母|博平君,31704,,1,思成夫人,,,,,,,0,-66,,,,,,西漢,,,,,,漢宣帝外祖母，認親後賞賜巨萬,,,,
4824,王無故,無故|平昌侯,31704,,,,,,,,,,0,0,,,,,,西漢,,,,,1,漢宣帝舅，王翁須大哥，未予實權,-67,,,
